,County,Total_All_Schools_df0,TXST_df0,UT Austin_df0,Texas A&M_df0,Texas Tech_df0,Stephen F. Austin_df0,UTSA_df0,UNT_df0,UH_df0,Has_Data_df0,Dominant_School_df0,Dominant_Enrollment_df0,Dominant_Share_df0,TXST_Market_Share_df0,College_Ready_Rate_df0,TSI_Ready_Rate_df0,Participation_Rate_df0,High_Academic_Performance_df0,Low_TXST_Presence_df0,Large_Market_df0,High_Participation_df0,Prime_Target_df0,Academic_Score_df0,Market_Score_df0,TXST_Gap_Score_df0,Participation_Score_df0,Strategic_Opportunity_Score_df0,Opportunity_Tier_df0,TXST_df1,UT Austin_df1,Texas A&M_df1,Texas Tech_df1,Stephen F. Austin_df1,UTSA_df1,UNT_df1,UH_df1,Total_df1,TXST_Share_df1,Total_All_Schools_df2,TXST_df2,UT Austin_df2,Texas A&M_df2,Texas Tech_df2,Stephen F. Austin_df2,UTSA_df2,UNT_df2,UH_df2,Has_Data_df2,Dominant_School_df2,Dominant_Enrollment_df2,Dominant_Share_df2,TXST_Market_Share_df2,Total_All_Schools_df3,TXST_df3,UT Austin_df3,Texas A&M_df3,Texas Tech_df3,Stephen F. Austin_df3,UTSA_df3,UNT_df3,UH_df3,TXST_Market_Share_df3,Total_All_Schools_df4,TXST_df4,UT Austin_df4,Texas A&M_df4,Texas Tech_df4,Stephen F. Austin_df4,UTSA_df4,UNT_df4,UH_df4,Has_Data_df4,Dominant_School_df4,Dominant_Enrollment_df4,Dominant_Share_df4,TXST_Market_Share_df4,Is_Viable_Market_df4,Market_Size_Score_df4,Growth_Potential_df4,Breakable_Market_df4,Opportunity_Score_df4,Opportunity_Category_df4,County_Name_df5,Participation_Rate_df5,College_Ready_Rate_df5,TSI_Ready_Rate_df5,Year_df5,Participation_Level_df5,County_Name_df6,College_Ready_Rate_df6,TSI_Ready_Rate_df6,Participation_Rate_df6,Year_df6,TXST_df7,UT Austin_df7,Texas A&M_df7,Texas Tech_df7,Stephen F. Austin_df7,UTSA_df7,UNT_df7,UH_df7,Total_df7,TXST_Share_df7,Opportunity_Score_df7,Total_All_Schools_df8,TXST_df8,UT Austin_df8,Texas A&M_df8,Texas Tech_df8,Stephen F. Austin_df8,UTSA_df8,UNT_df8,UH_df8,Has_Data_df8,Dominant_School_df8,Dominant_Enrollment_df8,Dominant_Share_df8,TXST_Market_Share_df8,College_Ready_Rate_df8,TSI_Ready_Rate_df8,Participation_Rate_df8,High_Academic_Performance_df8,Low_TXST_Presence_df8,Large_Market_df8,High_Participation_df8,Prime_Target_df8,Academic_Score_df8,Market_Score_df8,TXST_Gap_Score_df8,Participation_Score_df8,Strategic_Opportunity_Score_df8,Opportunity_Tier_df8,TXST_Enrollment_df9,Total_Enrollment_df9,TXST_Market_Share_df9
148,KLEBERG,1012.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,TXST,13.0,1.2845849802371545,1.2845849802371545,11.9,20.366666666666664,69.73333333333333,False,True,False,False,False,23.8,58.204382343923164,98.71541501976284,69.73333333333333,53.697731040462855,Tier 5: Maintain/Monitor,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,23.0,56.52173913043478,1012.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,TXST,13.0,1.2845849802371545,1.2845849802371545,1012.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.2845849802371545,1012.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,TXST,13.0,1.2845849802371545,1.2845849802371545,True,58.204382343923164,92.44,98.71541501976284,0.0,⭐ TXST Territory,Kleberg County,69.73333333333333,11.9,20.366666666666664,2024.0,Moderate (60-75%),Kleberg County,11.9,20.366666666666664,69.73333333333333,2024.0,,,,,,,,,,,,1012.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,TXST,13.0,1.2845849802371545,1.2845849802371545,11.9,20.366666666666664,69.73333333333333,False,True,False,False,False,23.8,58.204382343923164,98.71541501976284,69.73333333333333,53.697731040462855,Tier 5: Maintain/Monitor,13.0,1012.0,1.2845849802371545
149,KNOX,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,28.4,28.4,72.5,True,True,False,True,False,56.8,28.604824359584413,100.0,72.5,58.55144730787532,Tier 2: Strong Opportunity,,,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,28.604824359584413,100.0,100.0,0.0,⚫ Small Market,Knox County,72.5,28.4,28.4,2024.0,Moderate (60-75%),Knox County,28.4,28.4,72.5,2024.0,,,,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,28.4,28.4,72.5,True,True,False,True,False,56.8,28.604824359584413,100.0,72.5,58.55144730787532,Tier 2: Strong Opportunity,,,
150,LA SALLE,185.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,True,UTSA,13.0,7.027027027027027,0.0,1.4,4.1,77.9,False,True,False,True,False,2.8,43.9496885876695,100.0,77.9,42.09490657630085,Tier 5: Maintain/Monitor,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0,185.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,True,UTSA,13.0,7.027027027027027,0.0,185.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,185.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,True,UTSA,13.0,7.027027027027027,0.0,False,43.9496885876695,100.0,92.97297297297295,0.0,⚫ Small Market,La Salle County,77.9,1.4,4.1,2024.0,High (75-90%),La Salle County,1.4,4.1,77.9,2024.0,,,,,,,,,,,,185.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,True,UTSA,13.0,7.027027027027027,0.0,1.4,4.1,77.9,False,True,False,True,False,2.8,43.9496885876695,100.0,77.9,42.09490657630085,Tier 5: Maintain/Monitor,,,
151,LAMAR,1386.0,5.0,0.0,40.0,0.0,6.0,0.0,23.0,0.0,True,Texas A&M,40.0,2.886002886002886,0.3607503607503607,28.8,34.475,44.475,True,True,False,False,False,57.6,60.847100403036045,99.63924963924964,44.475,65.66948004876075,Tier 2: Strong Opportunity,5.0,0.0,40.0,0.0,6.0,0.0,23.0,0.0,74.0,6.756756756756757,1386.0,5.0,0.0,40.0,0.0,6.0,0.0,23.0,0.0,True,Texas A&M,40.0,2.886002886002886,0.3607503607503607,1386.0,5.0,0.0,40.0,0.0,6.0,0.0,23.0,0.0,0.3607503607503607,1386.0,5.0,0.0,40.0,0.0,6.0,0.0,23.0,0.0,True,Texas A&M,40.0,2.886002886002886,0.3607503607503607,True,60.847100403036045,97.88,97.11399711399712,79.21034962431744,🔥 TOP PRIORITY,Lamar County,44.475,28.8,34.475,2024.0,Low (40-60%),Lamar County,28.8,34.475,44.475,2024.0,,,,,,,,,,,,1386.0,5.0,0.0,40.0,0.0,6.0,0.0,23.0,0.0,True,Texas A&M,40.0,2.886002886002886,0.3607503607503607,28.8,34.475,44.475,True,True,False,False,False,57.6,60.847100403036045,99.63924963924964,44.475,65.66948004876075,Tier 2: Strong Opportunity,5.0,1386.0,0.3607503607503607
152,LAMB,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,2.696629213483146,0.0,10.025,13.875,75.62,False,True,False,True,False,20.05,51.30503542687696,100.0,75.62,50.97351062806308,Tier 5: Maintain/Monitor,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,2.696629213483146,0.0,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,2.696629213483146,0.0,False,51.30503542687696,100.0,97.30337078651684,0.0,⚫ Small Market,Lamb County,75.62,10.025,13.875,2024.0,High (75-90%),Lamb County,10.025,13.875,75.62,2024.0,,,,,,,,,,,,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,2.696629213483146,0.0,10.025,13.875,75.62,False,True,False,True,False,20.05,51.30503542687696,100.0,75.62,50.97351062806308,Tier 5: Maintain/Monitor,,,
153,LAMPASAS,604.0,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,True,TXST,48.0,7.947019867549669,7.947019867549669,16.7,24.200000000000003,45.0,False,True,False,False,False,33.4,53.86939200083843,92.05298013245032,45.0,52.4314136267416,Tier 5: Maintain/Monitor,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,148.0,32.432432432432435,604.0,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,True,TXST,48.0,7.947019867549669,7.947019867549669,604.0,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,7.947019867549669,604.0,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,True,TXST,48.0,7.947019867549669,7.947019867549669,True,53.86939200083843,53.25,92.05298013245032,0.0,⭐ TXST Territory,Lampasas County,45.0,16.7,24.200000000000003,2024.0,Low (40-60%),Lampasas County,16.7,24.200000000000003,45.0,2024.0,,,,,,,,,,,,604.0,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,True,TXST,48.0,7.947019867549669,7.947019867549669,16.7,24.200000000000003,45.0,False,True,False,False,False,33.4,53.86939200083843,92.05298013245032,45.0,52.4314136267416,Tier 5: Maintain/Monitor,48.0,604.0,7.947019867549669
154,LAVACA,526.0,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,54.0,10.26615969581749,7.604562737642586,21.5,39.7,53.625,False,True,False,False,False,43.0,52.70854666767589,92.39543726235742,53.625,56.854151452774246,Tier 5: Maintain/Monitor,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,94.0,42.5531914893617,526.0,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,54.0,10.26615969581749,7.604562737642586,526.0,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,7.604562737642586,526.0,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,54.0,10.26615969581749,7.604562737642586,True,52.70854666767589,55.27,89.73384030418251,60.882041394674445,🎯 HIGH OPPORTUNITY,Lavaca County,53.625,21.5,39.7,2024.0,Low (40-60%),Lavaca County,21.5,39.7,53.625,2024.0,,,,,,,,,,,,526.0,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,54.0,10.26615969581749,7.604562737642586,21.5,39.7,53.625,False,True,False,False,False,43.0,52.70854666767589,92.39543726235742,53.625,56.854151452774246,Tier 5: Maintain/Monitor,40.0,526.0,7.604562737642586
155,LEE,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,69.0,13.77245508982036,1.1976047904191618,9.45,23.7,83.2,False,True,False,True,False,18.9,52.299806281557856,98.80239520958084,83.2,51.330420926383525,Tier 5: Maintain/Monitor,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,75.0,8.0,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,69.0,13.77245508982036,1.1976047904191618,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,1.1976047904191618,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,69.0,13.77245508982036,1.1976047904191618,True,52.299806281557856,92.96,86.22754491017965,71.28341212281485,🎯 HIGH OPPORTUNITY,Lee County,83.2,9.45,23.7,2024.0,High (75-90%),Lee County,9.45,23.7,83.2,2024.0,,,,,,,,,,,,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,69.0,13.77245508982036,1.1976047904191618,9.45,23.7,83.2,False,True,False,True,False,18.9,52.299806281557856,98.80239520958084,83.2,51.330420926383525,Tier 5: Maintain/Monitor,6.0,501.0,1.1976047904191618
156,LEON,640.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,13.0,2.03125,0.0,11.575,27.525,72.26,False,True,False,True,False,23.15,54.35551122166532,100.0,72.26,52.79265336649959,Tier 5: Maintain/Monitor,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,640.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,13.0,2.03125,0.0,640.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,13.0,2.03125,0.0,True,54.35551122166532,100.0,97.96875,76.77150561083266,🔥 TOP PRIORITY,Leon County,72.26,11.575,27.525,2024.0,Moderate (60-75%),Leon County,11.575,27.525,72.26,2024.0,,,,,,,,,,,,640.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,13.0,2.03125,0.0,11.575,27.525,72.26,False,True,False,True,False,23.15,54.35551122166532,100.0,72.26,52.79265336649959,Tier 5: Maintain/Monitor,,,
157,LIBERTY,2274.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,True,Texas A&M,59.0,2.594547053649956,0.8795074758135445,8.059999999999999,20.68,62.71666666666667,False,True,True,False,False,16.119999999999997,65.00878857912348,99.12049252418646,62.71666666666667,52.046401745241006,Tier 4: Volume Play,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,149.0,13.422818791946307,2274.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,True,Texas A&M,59.0,2.594547053649956,0.8795074758135445,2274.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,0.8795074758135445,2274.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,True,Texas A&M,59.0,2.594547053649956,0.8795074758135445,True,65.00878857912348,94.83,97.40545294635004,80.43448487883174,🔥 TOP PRIORITY,Liberty County,62.71666666666667,8.059999999999999,20.68,2024.0,Moderate (60-75%),Liberty County,8.059999999999999,20.68,62.71666666666667,2024.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,149.0,13.422818791946307,12900.0,2274.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,True,Texas A&M,59.0,2.594547053649956,0.8795074758135445,8.059999999999999,20.68,62.71666666666667,False,True,True,False,False,16.119999999999997,65.00878857912348,99.12049252418646,62.71666666666667,52.046401745241006,Tier 4: Volume Play,20.0,2274.0,0.8795074758135445
158,LIMESTONE,288.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,6.0,2.083333333333333,1.7361111111111112,36.4,41.16666666666666,44.9,True,True,False,False,False,72.8,47.65590525084617,98.26388888888889,44.9,67.55954935303163,Tier 2: Strong Opportunity,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,45.45454545454545,288.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,6.0,2.083333333333333,1.7361111111111112,288.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.7361111111111112,288.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,6.0,2.083333333333333,1.7361111111111112,False,47.65590525084617,89.79,97.91666666666669,0.0,⚫ Small Market,Limestone County,44.9,36.4,41.16666666666666,2024.0,Low (40-60%),Limestone County,36.4,41.16666666666666,44.9,2024.0,,,,,,,,,,,,288.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,6.0,2.083333333333333,1.7361111111111112,36.4,41.16666666666666,44.9,True,True,False,False,False,72.8,47.65590525084617,98.26388888888889,44.9,67.55954935303163,Tier 2: Strong Opportunity,5.0,288.0,1.7361111111111112
159,LIMESTONE COU,299.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,TXST,5.0,1.6722408026755853,1.6722408026755853,,,,False,True,False,False,False,0.0,47.9700757011293,98.3277591973244,0.0,34.05657454980367,No Academic Data,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,299.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,TXST,5.0,1.6722408026755853,1.6722408026755853,299.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.6722408026755853,299.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,TXST,5.0,1.6722408026755853,1.6722408026755853,False,47.9700757011293,90.16,98.3277591973244,0.0,⭐ TXST Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,299.0,1.6722408026755853
160,LIPSCOMB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,22.0,18.15,80.95,False,True,False,True,False,44.0,19.36525134154489,100.0,80.95,51.504575402463466,Tier 5: Maintain/Monitor,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,19.36525134154489,100.0,100.0,0.0,⚫ Small Market,Lipscomb County,80.95,22.0,18.15,2024.0,High (75-90%),Lipscomb County,22.0,18.15,80.95,2024.0,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,22.0,18.15,80.95,False,True,False,True,False,44.0,19.36525134154489,100.0,80.95,51.504575402463466,Tier 5: Maintain/Monitor,,,
161,LIVE OAK,350.0,6.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,True,Texas A&M,12.0,3.428571428571429,1.7142857142857144,37.0,25.55,70.3,True,True,False,True,False,74.0,49.29051205178355,98.28571428571428,70.3,71.07429647267793,Tier 2: Strong Opportunity,6.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,30.0,20.0,350.0,6.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,True,Texas A&M,12.0,3.428571428571429,1.7142857142857144,350.0,6.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,1.7142857142857144,350.0,6.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,True,Texas A&M,12.0,3.428571428571429,1.7142857142857144,False,49.29051205178355,89.92,96.57142857142856,0.0,⚫ Small Market,Live Oak County,70.3,37.0,25.55,2024.0,Moderate (60-75%),Live Oak County,37.0,25.55,70.3,2024.0,,,,,,,,,,,,350.0,6.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,True,Texas A&M,12.0,3.428571428571429,1.7142857142857144,37.0,25.55,70.3,True,True,False,True,False,74.0,49.29051205178355,98.28571428571428,70.3,71.07429647267793,Tier 2: Strong Opportunity,6.0,350.0,1.7142857142857144
162,LLANO,305.0,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,True,Texas A&M,37.0,12.131147540983608,6.885245901639345,23.0,36.5,54.8,False,True,False,False,False,46.0,48.1366201888793,93.11475409836063,54.8,56.943936876335925,Tier 5: Maintain/Monitor,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,78.0,26.923076923076923,305.0,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,True,Texas A&M,37.0,12.131147540983608,6.885245901639345,305.0,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,6.885245901639345,305.0,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,True,Texas A&M,37.0,12.131147540983608,6.885245901639345,False,48.1366201888793,59.5,87.8688524590164,0.0,⚫ Small Market,Llano County,54.8,23.0,36.5,2024.0,Low (40-60%),Llano County,23.0,36.5,54.8,2024.0,,,,,,,,,,,,305.0,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,True,Texas A&M,37.0,12.131147540983608,6.885245901639345,23.0,36.5,54.8,False,True,False,False,False,46.0,48.1366201888793,93.11475409836063,54.8,56.943936876335925,Tier 5: Maintain/Monitor,21.0,305.0,6.885245901639345
163,LUBBOCK,8674.0,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,True,Texas Tech,2585.0,29.80170624855891,0.9914687572054416,19.522222222222226,32.12222222222223,70.14444444444445,False,True,True,True,False,39.04444444444445,76.26557839799544,99.00853124279456,70.14444444444445,65.31360199017978,Tier 4: Volume Play,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,2966.0,2.899527983816588,8674.0,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,True,Texas Tech,2585.0,29.80170624855891,0.9914687572054416,8674.0,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,0.9914687572054416,8674.0,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,True,Texas Tech,2585.0,29.80170624855891,0.9914687572054416,True,76.26557839799544,94.17,70.19829375144108,80.42344794928593,🔥 TOP PRIORITY,Lubbock County,70.14444444444445,19.522222222222226,32.12222222222223,2024.0,Moderate (60-75%),Lubbock County,19.522222222222226,32.12222222222223,70.14444444444445,2024.0,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,2966.0,2.899527983816588,288000.0,8674.0,86.0,99.0,92.0,2585.0,0.0,5.0,92.0,7.0,True,Texas Tech,2585.0,29.80170624855891,0.9914687572054416,19.522222222222226,32.12222222222223,70.14444444444445,False,True,True,True,False,39.04444444444445,76.26557839799544,99.00853124279456,70.14444444444445,65.31360199017978,Tier 4: Volume Play,86.0,8674.0,0.9914687572054416
164,LYNN,192.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,True,Texas Tech,32.0,16.666666666666664,0.0,8.1,21.8,90.6,False,True,False,True,False,16.2,44.26039174444052,100.0,90.6,48.81811752333216,Tier 5: Maintain/Monitor,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,192.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,True,Texas Tech,32.0,16.666666666666664,0.0,192.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,True,Texas Tech,32.0,16.666666666666664,0.0,False,44.26039174444052,100.0,83.33333333333334,0.0,⚫ Small Market,Lynn County,90.6,8.1,21.8,2024.0,Very High (90-100%),Lynn County,8.1,21.8,90.6,2024.0,,,,,,,,,,,,192.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,True,Texas Tech,32.0,16.666666666666664,0.0,8.1,21.8,90.6,False,True,False,True,False,16.2,44.26039174444052,100.0,90.6,48.81811752333216,Tier 5: Maintain/Monitor,,,
165,MADISON,408.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,True,Texas A&M,50.0,12.254901960784313,0.0,17.0,35.45,53.8,False,True,False,False,False,34.0,50.57667829413324,100.0,53.8,54.153003488239975,Tier 5: Maintain/Monitor,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,56.0,0.0,408.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,True,Texas A&M,50.0,12.254901960784313,0.0,408.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,0.0,408.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,True,Texas A&M,50.0,12.254901960784313,0.0,False,50.57667829413324,100.0,87.74509803921569,0.0,⚫ Small Market,Madison County,53.8,17.0,35.45,2024.0,Low (40-60%),Madison County,17.0,35.45,53.8,2024.0,,,,,,,,,,,,408.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,True,Texas A&M,50.0,12.254901960784313,0.0,17.0,35.45,53.8,False,True,False,False,False,34.0,50.57667829413324,100.0,53.8,54.153003488239975,Tier 5: Maintain/Monitor,,,
166,MARION,203.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,4.926108374384237,0.0,13.0,30.4,30.3,False,True,False,False,False,26.0,44.72656869821694,100.0,30.3,46.84797060946508,Tier 5: Maintain/Monitor,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,203.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,4.926108374384237,0.0,203.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,4.926108374384237,0.0,False,44.72656869821694,100.0,95.07389162561576,0.0,⚫ Small Market,Marion County,30.3,13.0,30.4,2024.0,Very Low (<40%),Marion County,13.0,30.4,30.3,2024.0,,,,,,,,,,,,203.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,4.926108374384237,0.0,13.0,30.4,30.3,False,True,False,False,False,26.0,44.72656869821694,100.0,30.3,46.84797060946508,Tier 5: Maintain/Monitor,,,
167,MARTIN,175.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,Texas Tech,11.0,6.285714285714287,0.0,14.1,15.75,95.6,False,True,False,True,False,28.2,43.48491720284401,100.0,95.6,53.8854751608532,Tier 5: Maintain/Monitor,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,175.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,Texas Tech,11.0,6.285714285714287,0.0,175.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,Texas Tech,11.0,6.285714285714287,0.0,False,43.48491720284401,100.0,93.71428571428572,0.0,⚫ Small Market,Martin County,95.6,14.1,15.75,2024.0,Very High (90-100%),Martin County,14.1,15.75,95.6,2024.0,,,,,,,,,,,,175.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,Texas Tech,11.0,6.285714285714287,0.0,14.1,15.75,95.6,False,True,False,True,False,28.2,43.48491720284401,100.0,95.6,53.8854751608532,Tier 5: Maintain/Monitor,,,
168,MASON,199.0,5.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,True,Texas Tech,35.0,17.587939698492463,2.512562814070352,25.0,43.8,92.3,True,True,False,True,False,50.0,44.56002421046694,97.48743718592964,92.3,62.095494700326014,Tier 2: Strong Opportunity,5.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,50.0,10.0,199.0,5.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,True,Texas Tech,35.0,17.587939698492463,2.512562814070352,199.0,5.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,2.512562814070352,199.0,5.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,True,Texas Tech,35.0,17.587939698492463,2.512562814070352,False,44.56002421046694,85.22,82.41206030150754,0.0,⚫ Small Market,Mason County,92.3,25.0,43.8,2024.0,Very High (90-100%),Mason County,25.0,43.8,92.3,2024.0,,,,,,,,,,,,199.0,5.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,True,Texas Tech,35.0,17.587939698492463,2.512562814070352,25.0,43.8,92.3,True,True,False,True,False,50.0,44.56002421046694,97.48743718592964,92.3,62.095494700326014,Tier 2: Strong Opportunity,5.0,199.0,2.512562814070352
