District,DistName,County,CntyName,Region,RegnName,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,Year
174902,Cushing ISD,174,Nacogdoches County,7,Kilgore,<50,<50,74.3,<25,7.7,<25,34.6,2024
174903,Garrison ISD,174,Nacogdoches County,7,Kilgore,<50,<50,61.2,<25,16.7,<25,33.3,2024
174904,Nacogdoches ISD,174,Nacogdoches County,7,Kilgore,<425,<175,40.4,<50,17.4,<75,32.9,2024
174906,Woden ISD,174,Nacogdoches County,7,Kilgore,<75,<50,65.4,<25,5.9,<25,41.2,2024
174908,Central Heights ISD,174,Nacogdoches County,7,Kilgore,<100,<100,98.7,<25,17.9,<25,30.8,2024
174909,Martinsville ISD,174,Nacogdoches County,7,Kilgore,<25,<25,86.7,<25,,<25,,2024
174911,Douglass ISD,174,Nacogdoches County,7,Kilgore,<50,<50,88.6,<25,25.8,<25,35.5,2024
175902,Blooming Grove ISD,175,Navarro County,12,Waco,<75,<75,89.8,<25,1.9,<25,15.1,2024
175903,Corsicana ISD,175,Navarro County,12,Waco,<425,<325,71.6,<25,5.7,<50,15.3,2024
175904,Dawson ISD,175,Navarro County,12,Waco,<50,<25,53.3,<25,12.5,<25,25.0,2024
175905,Frost ISD,175,Navarro County,12,Waco,<50,<25,27.6,<25,12.5,<25,12.5,2024
175907,Kerens ISD,175,Navarro County,12,Waco,<75,<50,82.4,<25,2.4,<25,9.5,2024
175910,Mildred ISD,175,Navarro County,12,Waco,<75,<50,73.2,<25,9.8,<25,43.9,2024
175911,Rice ISD,175,Navarro County,12,Waco,<75,<75,95.9,<25,7.1,<25,11.4,2024
176901,Burkeville ISD,176,Newton County,5,Beaumont,<25,<25,81.3,<25,7.7,<25,15.4,2024
176902,Newton ISD,176,Newton County,5,Beaumont,<75,<50,53.6,<25,13.3,<25,3.3,2024
176903,Deweyville ISD,176,Newton County,5,Beaumont,<50,<50,90.7,<25,7.7,<25,10.3,2024
177901,Roscoe Collegiate ISD,177,Nolan County,14,Abilene,<50,<50,95.7,<25,11.1,<25,17.8,2024
177902,Sweetwater ISD,177,Nolan County,14,Abilene,<125,<75,48.4,<25,13.6,<25,18.6,2024
177903,Blackwell CISD,177,Nolan County,14,Abilene,<25,<25,100.0,<25,14.3,<25,28.6,2024
177905,Highland ISD,177,Nolan County,14,Abilene,<25,<25,93.3,<25,28.6,<25,42.9,2024
178901,Agua Dulce ISD,178,Nueces County,2,Corpus Christi,<25,<25,57.1,<25,12.5,<25,12.5,2024
178902,Bishop CISD,178,Nueces County,2,Corpus Christi,<150,<50,21.5,<25,16.1,<25,19.4,2024
178903,Calallen ISD,178,Nueces County,2,Corpus Christi,<300,<275,94.7,<50,10.0,<75,24.2,2024
178904,Corpus Christi ISD,178,Nueces County,2,Corpus Christi,"2,399","1,569",65.4,158,10.1,283,18.0,2024
178906,London ISD,178,Nueces County,2,Corpus Christi,<150,<150,100.0,<50,31.0,<75,54.3,2024
178908,Port Aransas ISD,178,Nueces County,2,Corpus Christi,<50,<50,75.0,<25,53.3,<25,63.3,2024
178909,Robstown ISD,178,Nueces County,2,Corpus Christi,<175,<150,81.4,<25,5.3,<25,6.1,2024
178912,Tuloso-Midway ISD,178,Nueces County,2,Corpus Christi,276,91,33.0,20,22.0,32,35.2,2024
178913,Banquete ISD,178,Nueces County,2,Corpus Christi,<75,<75,95.7,<25,4.5,<25,9.1,2024
178914,Flour Bluff ISD,178,Nueces County,2,Corpus Christi,459,248,54.0,66,26.6,106,42.7,2024
178915,West Oso ISD,178,Nueces County,2,Corpus Christi,<125,<50,43.0,<25,4.1,<25,12.2,2024
179901,Perryton ISD,179,Ochiltree County,16,Amarillo,<175,<75,37.3,<25,25.0,<25,33.3,2024
180901,Boys Ranch ISD,180,Oldham County,16,Amarillo,<50,<25,80.0,<25,4.2,<25,8.3,2024
180902,Vega ISD,180,Oldham County,16,Amarillo,<50,<50,92.9,<25,26.9,<25,46.2,2024
180903,Adrian ISD,180,Oldham County,16,Amarillo,<25,<25,66.7,<25,,<25,,2024
180904,Wildorado ISD,180,Oldham County,16,Amarillo,<25,<25,27.8,<25,60.0,<25,80.0,2024
181901,Bridge City ISD,181,Orange County,5,Beaumont,<225,<125,57.1,<25,11.1,<50,31.6,2024
181905,Orangefield ISD,181,Orange County,5,Beaumont,<125,<100,72.1,<25,9.1,<25,21.6,2024
181906,West Orange-Cove CISD,181,Orange County,5,Beaumont,<150,<125,87.6,<25,2.5,<25,8.3,2024
181907,Vidor ISD,181,Orange County,5,Beaumont,279,96,34.4,20,20.8,34,35.4,2024
181908,Little Cypress-Mauriceville CISD,181,Orange County,5,Beaumont,<225,<175,71.9,<25,9.3,<50,30.4,2024
182901,Gordon ISD,182,Palo Pinto County,11,Fort Worth,<25,<25,76.2,<25,12.5,<25,25.0,2024
182902,Graford ISD,182,Palo Pinto County,11,Fort Worth,<50,<25,42.9,<25,16.7,<25,25.0,2024
182903,Mineral Wells ISD,182,Palo Pinto County,11,Fort Worth,<225,<75,34.1,<25,6.9,<25,27.8,2024
182904,Santo ISD,182,Palo Pinto County,11,Fort Worth,<50,<25,41.7,<25,13.3,<25,40.0,2024
182905,Strawn ISD,182,Palo Pinto County,11,Fort Worth,<25,<25,37.5,<25,,<25,,2024
183801,Panola Charter School,183,Panola County,7,Kilgore,<75,<50,62.3,<25,24.2,<25,24.2,2024
183901,Beckville ISD,183,Panola County,7,Kilgore,<50,<50,94.9,<25,13.5,<25,16.2,2024
183902,Carthage ISD,183,Panola County,7,Kilgore,<200,<75,37.8,<25,32.9,<25,34.3,2024
183904,Gary ISD,183,Panola County,7,Kilgore,<25,<25,73.7,<25,7.1,<25,7.1,2024
184801,Crosstimbers Academy,184,Parker County,11,Fort Worth,<75,<25,29.7,<25,,<25,,2024
184901,Poolville ISD,184,Parker County,11,Fort Worth,<50,<25,35.7,<25,10.0,<25,40.0,2024
184902,Springtown ISD,184,Parker County,11,Fort Worth,260,123,47.3,28,22.8,49,39.8,2024
184903,Weatherford ISD,184,Parker County,11,Fort Worth,589,479,81.3,51,10.6,98,20.5,2024
184904,Millsap ISD,184,Parker County,11,Fort Worth,<75,<50,43.2,<25,21.9,<25,50.0,2024
184907,Aledo ISD,184,Parker County,11,Fort Worth,494,481,97.4,162,33.7,240,49.9,2024
184908,Peaster ISD,184,Parker County,11,Fort Worth,97,56,57.7,15,26.8,28,50.0,2024
184909,Brock ISD,184,Parker County,11,Fort Worth,138,123,89.1,23,18.7,44,35.8,2024
185901,Bovina ISD,185,Parmer County,16,Amarillo,<50,<50,97.4,<25,8.1,<25,21.6,2024
185902,Farwell ISD,185,Parmer County,16,Amarillo,<50,<25,63.2,<25,12.5,<25,20.8,2024
185903,Friona ISD,185,Parmer County,16,Amarillo,<75,<75,100.0,<25,4.2,<25,8.5,2024
185904,Lazbuddie ISD,185,Parmer County,16,Amarillo,<25,<25,33.3,<25,,<25,,2024
186901,Buena Vista ISD,186,Pecos County,18,Midland,<25,<25,83.3,<25,10.0,<25,25.0,2024
186902,Fort Stockton ISD,186,Pecos County,18,Midland,<400,<50,11.9,<25,8.7,<25,13.0,2024
186903,Iraan-Sheffield Collegiate ISD,186,Pecos County,18,Midland,<25,<25,95.5,<25,14.3,<25,9.5,2024
187901,Big Sandy ISD,187,Polk County,6,Huntsville,<50,<50,96.3,<25,3.8,<25,15.4,2024
187903,Goodrich ISD,187,Polk County,6,Huntsville,<25,<25,78.6,<25,,<25,,2024
187904,Corrigan-Camden ISD,187,Polk County,6,Huntsville,<75,<50,90.0,<25,,<25,4.4,2024
187906,Leggett ISD,187,Polk County,6,Huntsville,<25,<25,100.0,<25,,<25,,2024
187907,Livingston ISD,187,Polk County,6,Huntsville,<275,<250,94.9,<25,6.6,<75,21.9,2024
187910,Onalaska ISD,187,Polk County,6,Huntsville,<100,<50,57.1,<25,2.3,<25,20.5,2024
188901,Amarillo ISD,188,Potter County,16,Amarillo,"1,895","1,721",90.8,199,11.6,422,24.5,2024
188902,River Road ISD,188,Potter County,16,Amarillo,83,77,92.8,5,6.5,8,10.4,2024
188903,Highland Park ISD,188,Potter County,16,Amarillo,<50,<25,11.6,<25,,<25,,2024
188904,Bushland ISD,188,Potter County,16,Amarillo,<100,<125,100.0,<50,26.7,<50,41.0,2024
189901,Marfa ISD,189,Presidio County,18,Midland,<25,<25,86.4,<25,10.5,<25,10.5,2024
189902,Presidio ISD,189,Presidio County,18,Midland,<25,<50,,<25,7.1,<25,16.7,2024
190903,Rains ISD,190,Rains County,7,Kilgore,<125,<50,30.8,<25,16.7,<25,30.6,2024
191901,Canyon ISD,191,Randall County,16,Amarillo,745,713,95.7,101,14.2,219,30.7,2024
192901,Reagan County ISD,192,Reagan County,18,Midland,<75,<75,100.0,<25,7.5,<25,7.5,2024
193902,Leakey ISD,193,Real County,20,San Antonio,<50,<25,72.0,<25,27.8,<25,38.9,2024
194902,Avery ISD,194,Red River County,8,Mt Pleasant,<50,<25,60.0,<25,27.8,<25,44.4,2024
194903,Rivercrest ISD,194,Red River County,8,Mt Pleasant,<50,<50,85.0,<25,8.8,<25,14.7,2024
194904,Clarksville ISD,194,Red River County,8,Mt Pleasant,<50,<50,79.4,<25,11.1,<25,14.8,2024
194905,Detroit ISD,194,Red River County,8,Mt Pleasant,<25,<25,65.0,<25,7.7,<25,7.7,2024
195901,Pecos-Barstow-Toyah ISD,195,Reeves County,18,Midland,<175,<175,92.0,<25,0.7,<25,2.0,2024
195902,Balmorhea ISD,195,Reeves County,18,Midland,<25,<25,86.7,<25,,<25,,2024
196901,Austwell-Tivoli ISD,196,Refugio County,3,Victoria,<25,<25,100.0,<25,10.0,<25,20.0,2024
196902,Woodsboro ISD,196,Refugio County,3,Victoria,<50,<25,47.1,<25,6.3,<25,12.5,2024
196903,Refugio ISD,196,Refugio County,3,Victoria,<50,<25,46.8,<25,4.5,<25,31.8,2024
197902,Miami ISD,197,Roberts County,16,Amarillo,<25,<25,100.0,<25,26.7,<25,26.7,2024
198901,Bremond ISD,198,Robertson County,6,Huntsville,<50,<50,76.2,<25,9.4,<25,21.9,2024
198902,Calvert ISD,198,Robertson County,6,Huntsville,<25,<25,22.2,<25,,<25,,2024
198903,Franklin ISD,198,Robertson County,6,Huntsville,<125,<75,64.4,<25,13.8,<25,32.3,2024
198905,Hearne ISD,198,Robertson County,6,Huntsville,<75,<50,58.6,<25,8.8,<25,5.9,2024
198906,Mumford ISD,198,Robertson County,6,Huntsville,41,19,46.3,5,26.3,12,63.2,2024
199901,Rockwall ISD,199,Rockwall County,10,Richardson,"1,422","1,241",87.3,286,23.0,481,38.8,2024
199902,Royse City ISD,199,Rockwall County,10,Richardson,577,532,92.2,34,6.4,112,21.1,2024
200901,Ballinger ISD,200,Runnels County,15,San Angelo,59,33,55.9,8,24.2,6,18.2,2024
200902,Miles ISD,200,Runnels County,15,San Angelo,<50,<50,96.7,<25,34.5,<25,44.8,2024
200904,Winters ISD,200,Runnels County,15,San Angelo,<50,<50,97.0,<25,,<25,6.3,2024
200906,Olfen ISD,200,Runnels County,15,San Angelo,<25,<25,66.7,<25,,<25,25.0,2024
201902,Henderson ISD,201,Rusk County,7,Kilgore,<250,<225,90.3,<25,6.8,<25,9.3,2024
201903,Laneville ISD,201,Rusk County,7,Kilgore,<25,<25,83.3,<25,,<25,,2024
201907,Mount Enterprise ISD,201,Rusk County,7,Kilgore,<50,<50,100.0,<25,,<25,20.7,2024
201908,Overton ISD,201,Rusk County,7,Kilgore,<50,<50,81.3,<25,7.7,<25,7.7,2024
201910,Tatum ISD,201,Rusk County,7,Kilgore,<125,<50,29.9,<25,21.9,<25,18.8,2024
201913,Carlisle ISD,201,Rusk County,7,Kilgore,<50,<25,27.0,<25,10.0,<25,40.0,2024
201914,West Rusk County Consolidated ISD,201,Rusk County,7,Kilgore,<100,<50,33.3,<25,24.0,<25,28.0,2024
202903,Hemphill ISD,202,Sabine County,7,Kilgore,<50,<25,17.0,<25,,<25,12.5,2024
202905,West Sabine ISD,202,Sabine County,7,Kilgore,<50,<50,75.6,<25,2.9,<25,8.8,2024
203901,San Augustine ISD,203,San Augustine County,7,Kilgore,<75,<25,37.3,<25,5.3,<25,10.5,2024
203902,Broaddus ISD,203,San Augustine County,7,Kilgore,<25,<25,21.7,<25,20.0,<25,,2024
204901,Coldspring-Oakhurst CISD,204,San Jacinto County,6,Huntsville,108,81,75.0,8,9.9,14,17.3,2024
204904,Shepherd ISD,204,San Jacinto County,6,Huntsville,<150,<75,41.4,<25,5.2,<25,13.8,2024
205901,Aransas Pass ISD,205,San Patricio County,2,Corpus Christi,<125,<100,76.4,<25,2.5,<25,8.6,2024
205902,Gregory-Portland ISD,205,San Patricio County,2,Corpus Christi,<325,<300,88.5,<50,10.8,<75,25.9,2024
205903,Ingleside ISD,205,San Patricio County,2,Corpus Christi,<150,<125,89.8,<25,10.4,<25,10.4,2024
205904,Mathis ISD,205,San Patricio County,2,Corpus Christi,<100,<100,96.9,<25,6.4,<25,13.8,2024
205905,Odem-Edroy ISD,205,San Patricio County,2,Corpus Christi,<75,<25,5.2,<25,66.7,<25,66.7,2024
205906,Sinton ISD,205,San Patricio County,2,Corpus Christi,<175,<150,89.0,<25,4.4,<25,11.7,2024
205907,Taft ISD,205,San Patricio County,2,Corpus Christi,<75,<75,100.0,<25,1.6,<25,1.6,2024
206901,San Saba ISD,206,San Saba County,15,San Angelo,34,38,100.0,9,23.7,12,31.6,2024
206902,Richland Springs ISD,206,San Saba County,15,San Angelo,<25,<25,100.0,<25,,<25,8.3,2024
206903,Cherokee ISD,206,San Saba County,15,San Angelo,<25,<25,75.0,<25,,<25,22.2,2024
207901,Schleicher ISD,207,Schleicher County,15,San Angelo,<50,<50,100.0,<25,7.9,<25,18.4,2024
208901,Hermleigh ISD,208,Scurry County,14,Abilene,<25,<25,42.1,<25,12.5,<25,12.5,2024
208902,Snyder ISD,208,Scurry County,14,Abilene,165,75,45.5,16,21.3,23,30.7,2024
208903,Ira ISD,208,Scurry County,14,Abilene,<25,<25,100.0,<25,26.7,<25,33.3,2024
209901,Albany ISD,209,Shackelford County,14,Abilene,<50,<50,91.5,<25,11.6,<25,37.2,2024
209902,Moran ISD,209,Shackelford County,14,Abilene,<25,<25,57.1,<25,,<25,,2024
210901,Center ISD,210,Shelby County,7,Kilgore,<200,<100,47.2,<25,7.1,<25,9.4,2024
210902,Joaquin ISD,210,Shelby County,7,Kilgore,<50,<50,78.7,<25,16.2,<25,21.6,2024
210903,Shelbyville ISD,210,Shelby County,7,Kilgore,<50,<50,66.7,<25,7.1,<25,21.4,2024
210904,Tenaha ISD,210,Shelby County,7,Kilgore,<50,<50,58.1,<25,16.0,<25,16.0,2024
210905,Timpson ISD,210,Shelby County,7,Kilgore,<75,<50,60.0,<25,18.2,<25,15.2,2024
211902,Stratford ISD,211,Sherman County,16,Amarillo,<50,<50,76.3,<25,10.3,<25,24.1,2024
212801,Cumberland Academy,212,Smith County,7,Kilgore,<125,<50,22.8,<25,10.7,<25,21.4,2024
212804,UT Tyler University Academy,212,Smith County,7,Kilgore,56,58,100.0,23,39.7,31,53.4,2024
212901,Arp ISD,212,Smith County,7,Kilgore,54,34,63.0,7,20.6,9,26.5,2024
212902,Bullard ISD,212,Smith County,7,Kilgore,<225,<150,61.1,<25,17.4,<75,37.9,2024
212903,Lindale ISD,212,Smith County,7,Kilgore,335,137,40.9,44,32.1,64,46.7,2024
212904,Troup ISD,212,Smith County,7,Kilgore,<100,<50,42.5,<25,23.5,<25,26.5,2024
212905,Tyler ISD,212,Smith County,7,Kilgore,"1,114",478,42.9,93,19.5,166,34.7,2024
212906,Whitehouse ISD,212,Smith County,7,Kilgore,371,334,90.0,58,17.4,124,37.1,2024
212909,Chapel Hill ISD,212,Smith County,7,Kilgore,<275,<75,23.9,<25,11.5,<25,36.1,2024
212910,Winona ISD,212,Smith County,7,Kilgore,<75,<100,100.0,<25,6.7,<25,22.7,2024
213901,Glen Rose ISD,213,Somervell County,11,Fort Worth,122,100,82.0,20,20.0,33,33.0,2024
214901,Rio Grande City Grulla ISD,214,Starr County,1,Edinburg,<725,<250,32.6,<25,6.4,<50,12.0,2024
214902,San Isidro ISD,214,Starr County,1,Edinburg,<25,<25,28.6,<25,,<25,,2024
214903,Roma ISD,214,Starr County,1,Edinburg,<475,<125,24.4,<25,18.9,<25,20.7,2024
215901,Breckenridge ISD,215,Stephens County,14,Abilene,<125,<75,60.7,<25,8.8,<25,19.1,2024
216901,Sterling City ISD,216,Sterling County,15,San Angelo,<50,<50,88.2,<25,10.0,<25,13.3,2024
217901,Aspermont ISD,217,Stonewall County,14,Abilene,<25,<25,89.5,<25,23.5,<25,29.4,2024
218901,Sonora ISD,218,Sutton County,15,San Angelo,<75,<50,74.5,<25,4.9,<25,7.3,2024
219901,Happy ISD,219,Swisher County,16,Amarillo,<25,<25,100.0,<25,16.7,<25,20.8,2024
219903,Tulia ISD,219,Swisher County,16,Amarillo,<75,<75,82.5,<25,5.8,<25,11.5,2024
219905,Kress ISD,219,Swisher County,16,Amarillo,<25,<25,88.9,<25,,<25,25.0,2024
220801,Treetops School International,220,Tarrant County,11,Fort Worth,<25,<25,91.7,<25,18.2,<25,54.5,2024
220809,Fort Worth Academy of Fine Arts,220,Tarrant County,11,Fort Worth,<75,<75,98.5,<25,12.5,<25,25.0,2024
220810,Westlake Academy Charter School,220,Tarrant County,11,Fort Worth,<75,<75,98.5,<50,73.4,<75,87.5,2024
220817,Newman International Academy,220,Tarrant County,11,Fort Worth,118,131,100.0,10,7.6,21,16.0,2024
220901,Arlington ISD,220,Tarrant County,11,Fort Worth,"3,935","3,530",89.7,475,13.5,846,24.0,2024
220902,Birdville ISD,220,Tarrant County,11,Fort Worth,"1,559","1,323",84.9,195,14.7,383,28.9,2024
220904,Everman ISD,220,Tarrant County,11,Fort Worth,469,341,72.7,12,3.5,41,12.0,2024
220905,Fort Worth ISD,220,Tarrant County,11,Fort Worth,"4,718","4,141",87.8,343,8.3,611,14.8,2024
220906,Grapevine-Colleyville ISD,220,Tarrant County,11,Fort Worth,"1,223","1,097",89.7,433,39.5,581,53.0,2024
220907,Keller ISD,220,Tarrant County,11,Fort Worth,"2,718","2,371",87.2,657,27.7,"1,029",43.4,2024
220908,Mansfield ISD,220,Tarrant County,11,Fort Worth,"2,908","2,619",90.1,477,18.2,877,33.5,2024
220910,Lake Worth ISD,220,Tarrant County,11,Fort Worth,<250,<250,100.0,<25,1.3,<25,1.7,2024
220912,Crowley ISD,220,Tarrant County,11,Fort Worth,"1,227",854,69.6,50,5.9,124,14.5,2024
220914,Kennedale ISD,220,Tarrant County,11,Fort Worth,<275,<200,73.1,<25,6.2,<50,20.7,2024
220915,Azle ISD,220,Tarrant County,11,Fort Worth,525,420,80.0,44,10.5,119,28.3,2024
220916,Hurst-Euless-Bedford ISD,220,Tarrant County,11,Fort Worth,"1,681","1,557",92.6,324,20.8,562,36.1,2024
220917,Castleberry ISD,220,Tarrant County,11,Fort Worth,<300,<225,76.0,<25,1.9,<25,7.2,2024
220918,Eagle Mt-Saginaw ISD,220,Tarrant County,11,Fort Worth,"1,732","1,409",81.4,172,12.2,346,24.6,2024
220919,Carroll ISD,220,Tarrant County,11,Fort Worth,702,680,96.9,506,74.4,574,84.4,2024
220920,White Settlement ISD,220,Tarrant County,11,Fort Worth,557,475,85.3,35,7.4,71,14.9,2024
221801,Texas College Preparatory,221,Taylor County,14,Abilene,710,626,88.2,203,32.4,305,48.7,2024
221901,Abilene ISD,221,Taylor County,14,Abilene,949,753,79.3,106,14.1,107,14.2,2024
221904,Merkel ISD,221,Taylor County,14,Abilene,<100,<75,76.0,<25,15.1,<25,19.2,2024
221905,Trent ISD,221,Taylor County,14,Abilene,<25,<25,71.4,<25,,<25,,2024
221911,Jim Ned CISD,221,Taylor County,14,Abilene,103,70,68.0,20,28.6,31,44.3,2024
221912,Wylie ISD,221,Taylor County,14,Abilene,319,195,61.1,64,32.8,101,51.8,2024
222901,Terrell County ISD,222,Terrell County,18,Midland,<25,<25,83.3,<25,20.0,<25,20.0,2024
223901,Brownfield ISD,223,Terry County,17,Lubbock,<150,<125,77.6,<25,4.4,<25,15.8,2024
223902,Meadow ISD,223,Terry County,17,Lubbock,<25,<25,63.6,<25,,<25,,2024
223904,Wellman-Union CISD,223,Terry County,17,Lubbock,<25,<25,100.0,<25,14.3,<25,7.1,2024
224901,Throckmorton Collegiate ISD,224,Throckmorton County,9,Wichita Falls,<25,<25,70.6,<25,16.7,<25,16.7,2024
224902,Woodson ISD,224,Throckmorton County,9,Wichita Falls,<25,<25,92.3,<25,25.0,<25,33.3,2024
225902,Mount Pleasant ISD,225,Titus County,8,Mt Pleasant,355,114,32.1,23,20.2,37,32.5,2024
225906,Chapel Hill ISD,225,Titus County,8,Mt Pleasant,72,38,52.8,11,28.9,16,42.1,2024
225907,Harts Bluff ISD,225,Titus County,8,Mt Pleasant,<50,<50,76.1,<25,8.6,<25,17.1,2024
226801,Texas Leadership Public Schools,226,Tom Green County,15,San Angelo,<175,<175,98.8,<25,7.8,<25,10.8,2024
226901,Christoval ISD,226,Tom Green County,15,San Angelo,<75,<25,37.3,<25,18.2,<25,36.4,2024
226903,San Angelo ISD,226,Tom Green County,15,San Angelo,872,816,93.6,78,9.6,149,18.3,2024
226905,Water Valley ISD,226,Tom Green County,15,San Angelo,<25,<25,94.7,<25,5.6,<25,5.6,2024
226906,Wall ISD,226,Tom Green County,15,San Angelo,<100,<75,75.3,<25,32.8,<50,51.7,2024
226907,Grape Creek ISD,226,Tom Green County,15,San Angelo,<25,<75,100.0,<25,4.0,<25,6.0,2024
226908,Veribest ISD,226,Tom Green County,15,San Angelo,<25,<25,63.6,<25,14.3,<25,21.4,2024
227506,University of Texas at Austin HS,227,Travis County,13,Austin,242,103,42.6,39,37.9,64,62.1,2024
227803,Wayside Schools,227,Travis County,13,Austin,<50,<50,100.0,<25,8.3,<25,5.6,2024
227804,NYOS Charter School,227,Travis County,13,Austin,<75,<75,100.0,<25,25.4,<50,39.4,2024
227805,Texas Empowerment Academy,227,Travis County,13,Austin,<25,<25,100.0,<25,,<25,12.5,2024
227806,University of Texas University,227,Travis County,13,Austin,<50,<25,2.9,<25,,<25,100.0,2024
227814,Chaparral Star Academy,227,Travis County,13,Austin,<25,<25,100.0,<25,64.7,<25,76.5,2024
227816,Harmony Public Schools-Central,227,Travis County,13,Austin,<225,<225,100.0,<50,21.5,<100,39.2,2024
227817,Cedars International Academy,227,Travis County,13,Austin,<50,<50,100.0,<25,6.5,<25,22.6,2024
227820,KIPP Texas Public Schools,227,Travis County,4,Houston,"1,358","1,427",100.0,124,8.7,220,15.4,2024
227824,Valere Public Schools,227,Travis County,13,Austin,<50,<25,25.6,<25,,<25,10.0,2024
227825,Austin Achieve Public Schools,227,Travis County,13,Austin,<150,<150,100.0,<25,8.1,<25,8.7,2024
227829,Valor Education,227,Travis County,13,Austin,<25,<25,100.0,<25,55.0,<25,65.0,2024
227901,Austin ISD,227,Travis County,13,Austin,"4,574","4,083",89.3,"1,358",33.3,"1,784",43.7,2024
227904,Pflugerville ISD,227,Travis County,13,Austin,"1,845","1,707",92.5,288,16.9,509,29.8,2024
227907,Manor ISD,227,Travis County,13,Austin,<750,<675,89.4,<25,3.3,<75,10.0,2024
227909,Eanes ISD,227,Travis County,13,Austin,688,672,97.7,483,71.9,562,83.6,2024
227910,Del Valle ISD,227,Travis County,13,Austin,<800,<575,73.0,<25,3.9,<75,9.6,2024
227912,Lago Vista ISD,227,Travis County,13,Austin,<150,<150,100.0,<25,15.0,<50,32.0,2024
227913,Lake Travis ISD,227,Travis County,13,Austin,859,814,94.8,370,45.5,541,66.5,2024
228901,Groveton ISD,228,Trinity County,6,Huntsville,52,41,78.8,8,19.5,16,39.0,2024
228903,Trinity ISD,228,Trinity County,6,Huntsville,<125,<50,40.8,<25,2.4,<25,11.9,2024
228904,Centerville ISD,228,Trinity County,6,Huntsville,<25,<25,69.2,<25,,<25,,2024
228905,Apple Springs ISD,228,Trinity County,6,Huntsville,<25,<25,100.0,<25,,<25,23.5,2024
229901,Colmesneil ISD,229,Tyler County,5,Beaumont,<25,<25,34.8,<25,,<25,12.5,2024
229903,Woodville ISD,229,Tyler County,5,Beaumont,<75,<50,60.9,<25,4.8,<25,14.3,2024
229904,Warren ISD,229,Tyler County,5,Beaumont,86,51,59.3,15,29.4,16,31.4,2024
229905,Spurger ISD,229,Tyler County,5,Beaumont,<25,<25,88.2,<25,6.7,<25,6.7,2024
229906,Chester ISD,229,Tyler County,5,Beaumont,<25,<25,45.5,<25,,<25,20.0,2024
230901,Big Sandy ISD,230,Upshur County,7,Kilgore,<50,<50,97.1,<25,2.9,<25,17.6,2024
230902,Gilmer ISD,230,Upshur County,7,Kilgore,187,89,47.6,17,19.1,29,32.6,2024
230903,Ore City ISD,230,Upshur County,7,Kilgore,<75,<25,41.8,<25,8.7,<25,4.3,2024
230904,Union Hill ISD,230,Upshur County,7,Kilgore,<25,<25,85.7,<25,,<25,8.3,2024
230905,Harmony ISD,230,Upshur County,7,Kilgore,<75,<50,72.1,<25,38.8,<25,40.8,2024
230906,New Diana ISD,230,Upshur County,7,Kilgore,<75,<50,65.3,<25,8.5,<25,21.3,2024
230908,Union Grove ISD,230,Upshur County,7,Kilgore,<75,<25,36.8,<25,23.8,<25,38.1,2024
231902,Rankin ISD,231,Upton County,18,Midland,<25,<25,100.0,<25,9.1,<25,13.6,2024
232901,Knippa ISD,232,Uvalde County,20,San Antonio,<25,<25,84.6,<25,27.3,<25,45.5,2024
232902,Sabinal ISD,232,Uvalde County,20,San Antonio,<50,<50,100.0,<25,,<25,9.7,2024
232903,Uvalde CISD,232,Uvalde County,20,San Antonio,<325,<225,69.1,<25,6.0,<50,12.4,2024
232904,Utopia ISD,232,Uvalde County,20,San Antonio,<25,<25,100.0,<25,12.5,<25,20.8,2024
233901,San Felipe-Del Rio CISD,233,Val Verde County,15,San Angelo,<725,<150,18.9,<25,14.7,<75,38.2,2024
233903,Comstock ISD,233,Val Verde County,15,San Angelo,<25,<25,88.9,<25,25.0,<25,50.0,2024
234801,Ranch Academy,234,Van Zandt County,7,Kilgore,<25,<25,4.8,<25,,<25,100.0,2024
234902,Canton ISD,234,Van Zandt County,10,Richardson,<200,<125,57.7,<25,16.8,<50,34.7,2024
234903,Edgewood ISD,234,Van Zandt County,7,Kilgore,94,94,100.0,11,11.7,21,22.3,2024
234904,Grand Saline ISD,234,Van Zandt County,7,Kilgore,<100,<50,58.2,<25,13.0,<25,23.9,2024
234905,Martins Mill ISD,234,Van Zandt County,7,Kilgore,<25,<25,66.7,<25,21.4,<25,21.4,2024
234906,Van ISD,234,Van Zandt County,7,Kilgore,170,142,83.5,13,9.2,32,22.5,2024
234907,Wills Point ISD,234,Van Zandt County,10,Richardson,<200,<175,91.9,<25,7.0,<50,17.5,2024
234909,Fruitvale ISD,234,Van Zandt County,7,Kilgore,<50,<25,22.6,<25,,<25,14.3,2024
235901,Bloomington ISD,235,Victoria County,3,Victoria,<75,<25,37.9,<25,4.5,<25,13.6,2024
235902,Victoria ISD,235,Victoria County,3,Victoria,855,375,43.9,45,12.0,103,27.5,2024
236901,New Waverly ISD,236,Walker County,6,Huntsville,<75,<50,38.6,<25,25.9,<25,40.7,2024
236902,Huntsville ISD,236,Walker County,6,Huntsville,913,296,32.4,44,14.9,91,30.7,2024
237902,Hempstead ISD,237,Waller County,4,Houston,<125,<50,41.0,<25,4.9,<25,9.8,2024
237904,Waller ISD,237,Waller County,4,Houston,571,509,89.1,31,6.1,76,14.9,2024
